ID,INSTRUCTION,INPUT,OUTPUT
28191,,,"The following script is designed to delete all users who have not been active within the past three months:

# Get list of all users
SELECT * FROM `users`

# Iterate through list
FOR user IN users:
    # Get list of all user's recent activity 
    SELECT * FROM `activity` WHERE `user_id` = user.id
    IF activity.timestamp > (3 months ago):
        user.delete()"
28198,,"a=30, b=10","def minNumb(a, b):
  if a < b:
    return a
  else:
    return b"
28209,,0.375,
28236,,5 - 9,-4
28250,,25 x 8,
28255,,,"h1 { 
    font-size: 18px;
    color: #000; 
}

body { 
    background-color: #f7f; 
}"
28259,,"function greetUser(name) {
    alert(`Hello, ${name || 'there'}!`);
  }","The purpose of this function is to greet the user by displaying an alert with a personalized message. This can be rewritten as: 

function greetUser(name) {
    if (name) {
        alert(`Hello, ${name}!`)
    } else { 
        alert('Hello, there!')
    }
}"
28299,,,"{
  ""$schema"": ""http://json-schema.org/draft-07/schema#"",
  ""title"": ""Customer Profile"",
  ""description"": ""A customer profile contains information about an individual customer"",
  ""type"": ""object"",
  ""properties"": {
    ""firstName"": {
      ""type"": ""string"",
      ""minLength"": 1
    },
    ""lastName"": {
      ""type"": ""string"",
      ""minLength"": 1
    },
    ""address"": {
      ""type"": ""object"",
      ""properties"": {
        ""street"": {
          ""type"": ""string""
        },
        ""city"": {
          ""type"": ""string""
        },
        ""state"": {
          ""type"": ""string""
        },
        ""zip"": {
          ""type"": ""string""
        }
      },
      ""required"": [""street"", ""city"", ""state"", ""zip""]
    },
    ""phoneNumber"": {
      ""type"": ""string""
    },
    ""email"": {
      ""type"": ""string""
    }
  },
  ""required"": [""firstName"", ""lastName"", ""address"", ""phoneNumber"", ""email""]
}"
28309,,"[5, 1, 9, 6]","[1, 5, 6, 9]"
28328,,,"#include <iostream> 
  
// Function to print a triangle 
void printTriangle(int n) 
{ 
    // outer loop to handle number of rows 
    // n in this case 
    for (int i=0; i<n; i++) 
    { 
        // inner loop to handle number spaces 
        //values changing acc. to requirement 
        for (int j=n-i; j>1; j--)  
        { 
            // printing spaces 
            std::cout <<"" ""; 
        }  
          
        //  inner loop to handle number of columns 
        //  values changing acc. to outer loop 
        for (int j=0; j<=i; j++ ) 
        { 
            // printing stars 
            std::cout <<""* ""; 
        } 
          
        // ending line after each row 
        std::cout << std::endl; 
    } 
} 
  
// Driver Function 
int main() 
{ 
    int n = 5; 
    printTriangle(n); 
    return 0; 
}"
28337,,,7466503489
28373,,,11
28384,,"# Declare a list of numbers
nums = [12, 10, 32, 3, 66, 17, 42, 99, 20]

# Declare new variables
newlist = []

# Iterate nums and add numbers to newlist
for i in nums:
    if i % 2 == 0:
        newlist.append(i)

print(newlist)",
28386,,"nums = [3, 4, 9, 5]

# Iterate over nums
for num in nums:
        # Check if num is even
        if num % 2 == 0:
                # Print out num
                print(num)","nums = [3, 4, 9, 5]

# Assign largest_num to -infinity
largest_num = -float('inf')

# Iterate over nums
for num in nums:
    # Check if num is larger than largest_num
    if num > largest_num:
        # Assign num to largest_num
        largest_num = num

# Print out largest_num
print(largest_num)"
28392,,"[3, 8, 13, 4, 17, 30]","[8, 4, 30]"
28491,,"23, 71, 28, 9","9, 23, 28, 71"
28498,,"[5, 10, 15]","def array_sum(arr):
  sum = 0
  for n in arr:
    sum += n
  return sum

print(array_sum([5, 10, 15]))"
28502,,,"def detect_plagiarism(text):
  # Step 1: Split text into individual words
  text_words = text.split()
  
  # Step 2: Parse each word and compare to a database of words
  for word in text_words:
    if word in database:
      # Step 3: If a word matches, check for a specified number of words after it
      # Step 4: If a certain number of words are found in the same order, flag plagiarism
      next_words = text_words[text_words.index(word)+1:text_words.index(word)+5]
      if next_words == database[word]:
        return ""Plagiarism detected""

  # Step 5: If no plagiarism detected, return ""No plagiarism detected""
  return ""No plagiarism detected"""
28503,,,"def convert_string_to_int(string):
    result = 0
    for c in string:
        result = result * 10 + int(c)
    return result

convert_string_to_int(""123456"")"
28504,,,"def remove_word(text, word):
    text_words = text.split()
    result = ''
    for w in text_words:
        if w != word:
            result += w + ' '
    return result.strip()

remove_word(""Hello world!"", ""world"")"
28570,,99,99.00
28582,,,"if temperature > 25: 
    print(""It is hot outside."")
else: 
    print(""It is a comfortable temperature."")"
28593,,5 + 2 * 4 - 3,
28637,,,"for (int i = 1; i <= 10; i++) {
    System.out.println(i);
}"
28679,,,16x2 - 12x + 9.
28710,,5,
28719,,"1, 2, 5, 9","-1, -2, -5, -9"
28722,,,"6, 4, 3, 2, -1"
28734,,,"function lengthOfLongestSubstring(str) { 
  
    // initialize a string variable and an array variable
    let currentString = "" "", 
        charIndexes = []; 
  
    // iterate through the string
    for (let i = 0; i < str.length; i++) { 
  
        // if the character is in the map, update the index to the current
        if (charIndexes.includes(str[i])) { 
            charIndexes = charIndexes.slice(charIndexes.indexOf(str[i]) + 1); 
        } 
  
        // add the character its index to the array
        charIndexes.push(str[i]); 
  
        // update the current string
        currentString = (currentString.length < charIndexes.length) ? charIndexes.join("""") : currentString; 
    } 
  
    // return the output
    return currentString.length; 
}"
28735,,,7
28800,,"for (i = 0; i < 10; i++)
    printf (""%d"", i);
    i++;",
28821,,,35
28847,,,"1, 2, 3, 4, 5, 6, 7, 8, 9"
28850,,,4
28904,,2x + 3 = 7,x = 2
28954,,,81
28960,,"[3, 5, 7, 2]","max = 0
for num in array:
    if num > max:
        max = num
print(max) # Outputs 7"
28999,,,"for i in range(1, 11):
    print(5 * i, end=' ')
    print()"
29000,,,"def sort_list(nums):
    for i in range(len(nums) - 1):
        min_idx = i
        for j in range(i + 1, len(nums)):
            if nums[j] < nums[min_idx]:
                min_idx = j
        nums[i], nums[min_idx] = nums[min_idx], nums[i]
    return nums"
29013,,,2
29037,,,"def palindromeCheck(x): 
    # Initialize reverse of number
    rev = 0 
    # Copy the original number 
    num = x 
    while (num > 0): 
        # Compute reverse 
        rev = rev * 10 + num % 10 
        # Decrement the original number 
        num = num // 10 
    # Check if original and reverse number is equal or not
    return (x == rev)"
29041,,,99236
29043,,,45
29050,,,1.0
29055,,x = 20,5
29074,,,10
29080,,19.6,
29084,,"14, 16, 15, 18, 17",
29091,,,"def reverse_string(s): 
    return s[::-1]"
29092,,,"def greatest_of_two(x, y):
    if x > y:
        return x
    else:
        return y"
29095,,"```
for i in range(10):
  if i == 5:
    break
  print(i)
```",
29103,,,.. / .- -- / .- .-. .. -. --. / - .... . / -- -.-- / -- . .- -. - / -- ..- -.-. .... .- -
29159,,,"def fibonacci(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)"
29162,,"def tweet_id_extraction(tweet):
    # TODO: Explain what is going on here",
29239,,,27
29241,,,10
29242,,"[2, 3, 8, 45, 6, 99, 72]","[3, 45, 99, 2, 8, 6, 72]"
29244,,,"[3, 4, 5, 9]"
29269,,"a = 2
b = 3",
29277,,,3
29285,,,"def get_bmi(weight, height):
    """"""This function calculates and returns the body mass index of a person.
    
    Arguments:
    weight -- weight of the person in kilograms.
    height -- height of the person in meters.
    
    Returns:
    bmi -- calculated body mass index of the person.
    """"""
    
    bmi = weight / (height * height)
    return bmi"
29286,,,"def closest_matching_words(words):
    """"""This function finds the closest matching words to a set of input words.
    
    Arguments:
    words -- list of input words. 
    
    Returns:
    closest_words -- list of closest matching words.
    """"""
    
    closest_words = []
    for word in words: 
        closest_n_words = get_closest_n_words(word)
        for c_word in closest_n_words: 
            closest_words.append(c_word)
   
    closest_words = list(set(closest_words)) #deduplication
    return closest_words"
29313,,,"double calculateCircleArea(double radius)
{
    const double pi = 3.14159;
    return pi * radius * radius;
}"
29381,,85260,
29419,,3 + 5 + 7,
29435,,,6x-3
29438,,,16
29492,,"[2, 3, 4, 9, 15, 22, 25, 31, 33]",
29496,,,"def factorial(n): 
    # Base Case 
    if n == 0: 
        return 1
  
    # Recursive case 
    return n * factorial(n-1)"
29497,,"x = 5, y = 4",
29504,,"[3, 7, 14, 17]",
29553,,7/9 + 4/5,
29558,,4 + 1,
29650,,f(x) = 3x + 2,f(x) = 3f(x - 1) + 2
29699,,,21
29733,,,"def compress_string(string):
    """"""Compresses a string of text by replacing repeated characters with a single character and a count""""""
    
    compressed_string = """"
    current_char = string[0]
    count = 1
    for char in string[1:]:
        if char == current_char: # If the character is a repeat
            count += 1
        else: # If the character is not a repeat
            compressed_string += current_char + str(count)
            current_char = char
            count = 1
    # Add the last set of repeated characters
    compressed_string += current_char + str(count)
    return compressed_string

compress_string(""This is a random string. It has no purpose other than to test this function."")
""T1h1i1s1 1i1s1 1a1 1r1a1n1d1o1m1 1s1t1r1i1n1g1.1 1I1t1 1h1a1s1 1n1o1 1p1u1r1p1o1s1e1 1o1t1h1e1r1 1t1h1a1n1 1t1o1 1t1e1s1t1 1t1h1s1 1f1u1n1c1t1i1o1n1.1"""
29771,,,C
29774,,,L
29779,,,"def find_common_elements(arr1, arr2):
    res = []
    for i in arr1:
        if i in arr2:
            res.append(i)
    return res"
29791,,,3
29792,,,3
29793,,,2
29808,,,5
29846,,"4, 2, 5, 1, 6","[1, 2, 4, 5, 6]"
29861,,"2x + 7y = 5
3x - 7y = 5","x = 5, y = -1"
29931,,"[2, 5, 7, 9, 11]",
30001,,,"def reverseString(str): 
    reversedStr = [] 
    length = len(str) 
  
    for i in range(length - 1, -1, -1): 
        reversedStr.append(str[i]) 
        
    return """".join(reversedStr) 

print(reverseString(""Hello World""))"
30091,,,64
30149,,,"function subtract(x, y) {
    return x - y;
}"
30168,,3x + 4y = 9,
30177,,"if (x > 10)
    print(x);
else
    print (y);",
30202,,,16.
30241,,128.178.163.54,10000000.10110010.10100011.00110110
30262,,,3/5
30305,,"A = -2, 3
B = 1, -1
C = 4, 0",
30308,,,"5, 9, 12, 16"
30338,,595 / 77,7.7
30359,,y = 2x,
30364,,,5
30463,,,"function printCurrentDate() {
    const date = new Date();
    const day = date.getDate();
    const month = date.getMonth();
    const year = date.getFullYear();
    console.log(`The current date is ${day}/${month+1}/${year}.`);
}"
30468,,,"for i in range(1, 11):
  for j in range(1, 11):
    print(""{0} x {1} = {2:2}"".format(i, j, i*j))
  print("""")"
30473,,"[128, 2, 5, 9, 23]","[2, 5, 9, 23, 128]"
30479,,,60
30483,,,x = 10
30522,,,"225, 238, 440"
30524,,,3.67
30542,,,"def binary_to_decimal(binary):
    # initialize value to 0, which will be the output
    value = 0

    # Iterate through each binary digit, starting from the least significant bit
    for i in range(len(binary)-1, -1, -1):
        # If the binary digit is 1, add 2^i to the value, where i is the index of the binary digit
        if binary[i] == '1':
            value += 2**(len(binary)-i-1)

    return value"
30555,,,-x - 3y = -11y.
30563,,,1
30603,,"x+3y=6
3x-5y=6",
30621,,,"CREATE TABLE persons (
    name VARCHAR(50),
    age INT,
    gender VARCHAR(6)
);

INSERT INTO persons (name, age, gender) 
VALUES ('John', 25, 'Male'), ('Jane', 28, 'Female'), ('Billy', 32, 'Male');"
30624,,,"def reverse_string(s): 
    return s[::-1]"
30649,,,"def reverse_string(string):
    reversed_string = """"
    forchar in string: 
        reversed_string = char + reversed_string
    return reversed_string"
30678,,,4
30711,,"[3, 4, 6, 7, 8]","[3, 4]"
30714,,,F
30735,,123456789,
30739,,38,
30755,,"1, 64, 22, -45, -7","-45, -7, 1, 22, 64"
30757,,,"57, 65, 73"
30758,,,"{
    ""key1"": ""value1"",
    ""key2"": ""value2""
}"
30796,,"5, 10, 15, 20, 25",
30816,,5x - 2y + 6z = 8,5x + 6z = 8 + 2y
30830,,7x + 14 = 21,"7x = 21 - 14
7x = 7"
30863,,"[-10, 0, 10, 20]","[14, 32, 50, 68]"
30865,,"[90, 23, 2, 1000, -50]",-50
30866,,"if len(username) <= 8:
    print(""Username too short"")","if len(username) <= 8:
    print(""Username too short"")
else:
    print(""Username is valid"")"
30891,,,"1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 100"
30903,,7/9,0.77777...
30908,,-3,
30915,,0.75,
30941,,37,
30947,,,5/5
31024,,7,"function generateMultiplicationTable (number) {
  for (let i = 1; i <= 10; i++) {
    console.log(`${number} X ${i} = ${number * i}`);
  }
}

generateMultiplicationTable(7);"
31025,,,"function validateParens(str) {
  let parenthesesCounter = 0;
  for (let i = 0; i < str.length; i++) {
    if (str[i] === '(') {
      parenthesesCounter++;
    } else if (str[i] === ')') {
      parenthesesCounter--;
    }

    if (parenthesesCounter < 0) {
      return false;
    }
  }
  return parenthesesCounter === 0;
}"
31026,,,"function listFirstTenPrimes() {
  let primeNumbers = [];
  let index = 2;
  while (primeNumbers.length < 10) {
    let isPrime = true;
    for (let i = 2; i <= Math.sqrt(index); i++) {
      if (index % i === 0) {
        isPrime = false;
        break;
      }
    }
    if (isPrime) {
      primeNumbers.push(index);
    }
    
    index++;
  }
  
  return primeNumber;
}"
31100,,"public class Program {

    public static void main(String[] args) {
        System.out.println(""Hello World!"");
    }

}",
31110,,"Code:
def f(x):
    return x * 3",
31122,,,5.1429
31136,,,"def greaterNum(a, b):
    if (a > b):
        return a
    else:
        return b"
31139,,,"<html>
  <header>
    <title>New Product Release</title>
  </header>
  <body>
    <h1>Introducing Our Newest Product!</h1>
    <p>At [company name], we are proud to announce the newest release to our product line: [product name].</p>
    <p>This exciting new product is perfect for [application]: it's [ability] and [feature 1], [feature 2], and [feature 3]. It's more convenient than ever and offers the best in [benefit 1] and [benefit 2].</p>
    <p>Plus, by purchasing [product name], you are helping us to [positive impact].</p>
    <p>Visit our website and get [product name] today before it's gone!</p>
  </body>
</html>"
31184,,,"def Fibonacci(n):
    if n == 0:
        print(0)
    elif n == 1:
        print(1)
    else:
        num1 = 0
        num2 = 1
        for i in range(2,n+1):
            num3 = num1 + num2
            num1 = num2
            num2 = num3
        print(num3)"
31198,,"41, 29, 71",51
31211,,,5
31241,,5,
31269,,,"def find_maximum_number(numbers):
""""""
Given an array of integers, find and return the largest number

Args:
    numbers: a list of integers

Returns:
    maximum: the largest number in the given array

""""""
    maximum = numbers[0]
    for number in numbers:
        if number > maximum:
            maximum = number
        
    return maximum"
31270,,"[1, 2, 3, 4, 5]",
31286,,12,
31316,,,1
31335,,"<html>
  <head>
   <title>
      Web Page Optimization
   </title>
  </head>
  <body>
    <p>
      This is a web page that needs to be optimized.
    </p>
  </body>
</html>","<html>
  <head>
    <title>Web Page Optimization</title>
    <meta charset=""utf-8"" />
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
    <link rel=""stylesheet"" href=""style.css"" />
  </head>
  <body>
    <p>This is a web page that needs to be optimized.</p>
  </body>
</html>"
