ID,PT,tokens_est_instance,tokens_est_id
40347ins,Leia esta frase e sugira duas correções.,19,3
40348ins,"Relate a temperatura média em Scottsdale, AZ em 17 de janeiro de 2021.",25,3
40349ins,Como funcionam as turbinas eólicas?,13,3
40350ins,Gere uma lista das raças de cães mais populares nos EUA.,23,3
40351ins,O que é uma rede privada virtual (VPN)?,12,3
40352ins,"Identifique o tema do poema de Pablo Neruda \""Se me esqueceres\"".",22,3
40353ins,Qual é a expectativa de vida média de um Labrador Retriever?,20,3
40354ins,"Escreva uma postagem de blog intitulada \""Dicas para viver um estilo de vida saudável\"".",32,3
40355ins,"Categorize este filme em um dos seguintes gêneros: drama, comédia, terror.",27,3
40356ins,Especifique os usos do seguinte item: Bluetooth que permite conexão sem fio entre dois dispositivos,32,3
40357ins,Converta a seguinte sequência de caracteres em letras minúsculas.,25,3
40358ins,"Altere a estrutura da frase a seguir, mantendo o significado intacto: \""A vida é bela\"".",32,3
40359ins,"Transforme a seguinte frase em uma pergunta: \""Eu sempre carrego meu telefone.\""",31,3
40360ins,Faça um brainstorming de uma ideia criativa para um exercício de formação de equipe.,29,3
40361ins,Escreva um poema engraçado sobre um círculo.,19,3
40362ins,Resuma o que é HTML em 1 frase.,11,3
40363ins,Gere um exemplo de aplicação prática do método de Monte Carlo.,23,3
40364ins,Descreva em 1 frase como escrever um relatório empresarial eficaz.,24,3
40365ins,Descreva um blockchain em termos leigos.,12,3
40366ins,Descreva as diferenças entre BDD e TDD,16,3
40367ins,"Dada a seguinte string 'a1b2c3', converta-a para 'abc123'",25,3
40368ins,Faça uma avaliação do restaurante em 200 palavras ou menos.,21,3
40369ins,Compare e contraste as diferenças entre os Estados Unidos e o Japão.,24,3
40370ins,"Crie um novo prato usando os seguintes ingredientes: cenoura, alho, cebola, brócolis.",34,3
40371ins,"Classifique esta afirmação: \""Baleias são mamíferos\"".",24,3
40372ins,Converta esta frase em uma pergunta: \n\nMassachusetts foi o primeiro estado a legalizar o casamento entre pessoas do mesmo sexo.,47,3
40373ins,Explique por que a água é importante para a vida humana.,19,3
40374ins,"Usando o texto que você escreveu, crie um título para a postagem do blog.",27,3
40375ins,Forneça uma contribuição para a seguinte instrução: Escreva uma história sobre um menino que viaja para um mundo com poderes e criaturas fantasiosas.,54,3
40376ins,"Encontre padrões nos seguintes números: 8, 16, 32, 64",25,3
40377ins,"Reescreva esta frase sem usar a palavra \""like\"":\n\nEu sou exatamente igual a você.",35,3
40378ins,Reescreva esta frase usando um verbo diferente:\n\nJohn escreveu um livro.,29,3
40379ins,Descreva a aparência física de um personagem.,18,3
40380ins,Gere um argumento persuasivo para uma nova política escolar.,20,3
40381ins,"Quantos algarismos significativos devem ser usados \u200b\u200bpara o valor 0,000187?",34,3
40382ins,Identifique três estratégias para conservar energia.,17,3
40383ins,Crie um cronograma de alto nível para construir uma casa.,22,3
40384ins,Como podemos medir a confiabilidade de um determinado candidato?,20,3
40385ins,Ofereça uma solução de 3 etapas para consertar uma corrente de bicicleta quebrada.,32,3
40386ins,Crie um diálogo de chatbot para um serviço de atendimento ao cliente que deseja ajudar os clientes a solicitar um produto específico.,47,3
40387ins,Ofereça 3 vantagens do uso de Machine Learning na análise de dados.,23,3
40388ins,Investigue a menor montanha do mundo.,12,3
40389ins,Crie uma lista de atividades para férias na Austrália.,21,3
40390ins,Responda à pergunta: O que é uma rede neural artificial?,16,3
40391ins,Gere uma resposta apropriada para um cliente irritado.,17,3
40392ins,Ofereça um plano de 5 etapas para gerenciar uma situação de crise.,26,3
40393ins,Como os cientistas medem a taxa de crescimento de um organismo?,22,3
40394ins,Explique o processo de erosão eólica.,14,3
40395ins,Selecione e classifique os seguintes números do maior para o menor.,25,3
40396ins,Identifique uma estrutura de dados que seria apropriada para armazenar registros de funcionários.,33,3
40397ins,Leia um determinado artigo e resuma seus pontos principais.,17,3
40398ins,"Detecte se há alguma notícia falsa no texto. Se houver, marque a frase como falsa e forneça uma fonte para verificação posterior.",46,3
40399ins,Gere uma lista de 5 ideias para uma história com base nos detalhes e descrições fornecidos.,34,3
40400ins,Liste 5 adjetivos que descrevam o humor do texto fornecido.,20,3
40401ins,"Dado o texto a seguir, detecte quaisquer erros ortográficos e corrija-os.",32,3
40402ins,Encontre semelhanças entre os itens fornecidos e faça uma previsão sobre como eles podem interagir.,37,3
40403ins,Descreva a estrutura do conteúdo no texto fornecido.,20,3
40404ins,Detecte se há algum erro na frase a seguir e edite-a adequadamente.,27,3
40405ins,Como o produto em questão poderia ser melhorado?,15,3
40406ins,Cite alguns recursos de um sistema operacional popular.,17,3
40407ins,Descreva as principais ideias do texto,11,3
40408ins,Crie um banco de dados que possa armazenar informações dos clientes.,25,3
40409ins,Dê conselhos a um amigo que está confuso sobre sua direção profissional.,27,3
40410ins,Edite e melhore o seguinte ensaio,14,3
40411ins,Faça um esboço de uma apresentação sobre microsserviços.,24,3
40412ins,Identificar um possível caso de uso do Processamento de Linguagem Natural (PLN).,26,3
40413ins,Crie um parágrafo descrevendo as diferenças entre aprendizado supervisionado e não supervisionado.,30,3
40414ins,Escreva uma postagem de blog sobre IA e suas possíveis aplicações.,28,3
40415ins,Proponha componentes para uma solução de IA personalizada.,18,3
40416ins,Crie uma carta para seu melhor amigo expressando seus sentimentos de gratidão.,24,3
40417ins,"Dada uma lista de itens, separe-os em dois grupos.",20,3
40418ins,Dê-me cinco exemplos de tecnologias de inteligência artificial e como elas estão sendo usadas no mundo hoje.,38,3
40941ins,Sugira uma maneira de iniciar uma conversa com um estranho.,22,3
40942ins,Apresente um argumento contra o controle de armas.,14,3
40943ins,"Edite esta frase para torná-la mais concisa: \""Esta é a coisa mais estranha que já vi\"".",34,3
40944ins,Gere um nome de banda que tenha uma conexão com o oceano,21,3
40945ins,Descreva as etapas para se inscrever na faculdade,16,3
40946ins,Determine quantos dias há em junho de 2020,14,3
40947ins,Crie uma mensagem de cartão postal para o local fornecido.,19,3
40948ins,Crie um marcador para uma página da web,15,3
40949ins,Construa uma frase em inglês usando a seguinte frase em espanhol,25,3
40950ins,Calcule o número de lados de um polígono com a fórmula S=3N-6,28,3
40951ins,Gere uma lista de cinco países com mais usuários de internet,23,3
40952ins,Cite um filme popular do ano 2000.,11,3
40953ins,"Inverta a seguinte frase: \""Como vai você?\""",20,3
40954ins,"Edite este texto para torná-lo mais descritivo: \""Ele gosta de jogar basquete\"".",28,3
40965ins,Gerar uma lista de tarefas de trabalho para um gerente de recursos humanos,26,3
40966ins,Escreva algumas frases do ponto de vista de um alienígena,21,3
40967ins,"Parafraseie a seguinte frase: \""As evidências apontam para o fato de que a mudança climática está acontecendo rapidamente.\""",47,3
40968ins,"Por favor, classifique a seguinte frase: \n\""O casal, que estava feliz, foi embora em seu carro novo.\""",42,3
40969ins,"Crie uma senha aleatória que contenha 8 letras, 2 números e 2 símbolos.",30,3
40970ins,Gere uma receita de pizza para 2 pessoas.,15,3
40971ins,Defina haicai.,6,3
40972ins,"Por favor, escreva instruções para definir um cronômetro para 15 minutos.",28,3
40973ins,Gere uma palavra aleatória com 8 a 15 letras.,18,3
40974ins,Forneça uma lista de 4 filmes engraçados.,16,3
40975ins,"Reorganize as seguintes palavras para formar uma frase: \""a bebida apreciar desfrutar eu\"".",35,3
40976ins,Forneça uma definição de automação cognitiva.,18,3
40977ins,"Por favor, forneça uma lista dos 4 melhores livros para ler.",22,3
40978ins,Explicar os fundamentos da informática em saúde.,16,3
40979ins,Resuma os desenvolvimentos recentes no campo dos sistemas de recomendação.,26,3
40980ins,Explique o conceito de arcos reflexos,10,3
40981ins,Descreva o conceito de Condicionamento Operante,13,4
40982ins,Explique as diferentes partes do sistema circulatório,18,4
40983ins,Gere novas ideias para uma postagem de blog sobre proteção ambiental.,22,4
40984ins,Identifique a questão retratada neste cartoon editorial,13,4
40985ins,Analise os temas apresentados nesta obra literária,16,3
40986ins,Reescreva esta frase usando uma combinação de tempos presente simples e passado perfeito,29,3
40987ins,Descreva uma característica física de um lince,17,3
40988ins,Explique os objetivos da Convenção-Quadro das Nações Unidas sobre Mudanças Climáticas,35,3
40989ins,Prever as consequências económicas e sociais de uma missão a Marte,25,3
40990ins,Explique por que alguns países têm uma alta taxa de desemprego,23,3
40991ins,Escreva uma solução inteira apropriada para a equação.,23,4
40992ins,"Dado um trecho de texto, encontre o antônimo de cada uma das palavras fornecidas.",31,3
40993ins,Descreva um líder mundial que você admira.,15,3
40994ins,Faça uma lista de 3 perguntas comuns em entrevistas.,19,3
40995ins,Crie uma apresentação em PowerPoint para explicar as diferenças entre inteligência artificial e aprendizado de máquina.,40,3
40996ins,Pense em uma maneira criativa de usar realidade aumentada.,22,3
40997ins,"Dada a seguinte sequência de código, escreva um comentário que descreva o que está sendo feito.",38,3
40998ins,Que desafios a IA pode representar para os humanos no futuro?,18,3
40999ins,Transforme esta frase em uma forma interrogativa.,15,3
41000ins,Tenha uma ideia de produto inovadora.,14,3
41001ins,Explique a diferença entre fatos e opiniões em duas frases.,23,3
41002ins,Descreva uma xícara de café em cinco adjetivos.,20,4
41003ins,"Explique o que é uma \""experiência de pagamento sem atrito\"".",22,4
41004ins,Analise qual trabalho seria adequado para um estudante.,17,4
41005ins,Resolva o seguinte problema de relacionamento.,16,4
41006ins,Crie um título para uma história sobre um jovem adulto que descobre seu superpoder.,31,4
41007ins,Explique o significado da seguinte expressão idiomática: Concordar completamente.,25,3
41008ins,"Reescreva a seguinte frase para incluir uma vírgula:\n\""O professor escreveu uma redação sobre o cachorro",42,4
41009ins,Faça uma analogia de como é ter um cachorro de estimação?,22,4
41010ins,O que as plantas precisam para sobreviver?,14,3
41011ins,Gere um adjetivo que possa descrever um ambiente calmo.,18,3
41012ins,Reescreva a frase abaixo de outra maneira.,18,3
41013ins,Qual é a diferença entre pressão atmosférica e pressão do ar?,22,3
41014ins,Cite quatro cursos principais oferecidos em universidades da Califórnia.,23,3
41015ins,Organize esses números em ordem decrescente.,15,3
41016ins,Conte-me uma história sobre uma pessoa que viajou pelo mundo todo.,27,3
41017ins,Resuma os personagens de uma série dramática em uma frase.,22,3
41018ins,"Explique como jogar o jogo pedra, papel e tesoura.",20,3
41019ins,Dê um feedback ao cliente sobre sua compra.\nA saída deve avaliar a experiência em 10,34,3
41020ins,Dê três razões pelas quais alguém gostaria de ir a um parque nacional.,31,3
41021ins,Compartilhe uma conversa entre duas pessoas que seja agressiva.,23,3
41022ins,Escreva uma descrição do primeiro emprego de uma pessoa.,22,3
41047ins,"Dada uma refeição, sugira um acompanhamento adequado",19,3
41048ins,Classifique os estados dos EUA com base na maior porcentagem de população idosa. Produza uma lista de estados com o nome do estado e a porcentagem correspondente.,51,3
41049ins,"Encontre a mediana entre o seguinte conjunto de números: 7,5,3,4",29,3
41050ins,Crie uma descrição de 3 frases sobre uma viagem à floresta amazônica.,28,3
41051ins,Liste 3 doenças causadas pela poluição do ar,17,3
41052ins,Descreva o calendário asteca,10,3
41053ins,Sugira um benefício para a saúde ao incorporar amêndoas na dieta diária,28,3
41054ins,Projetar um sistema de estacionamento automatizado,16,3
41055ins,Forneça uma história de 5 linhas sobre uma máquina do tempo,22,3
41056ins,Forneça 3 dicas para novos programadores.,14,3
41057ins,Liste 4 tipos de armazenamento de dados,14,3
41058ins,"Dada uma string de entrada s, inverta as palavras em s.",20,3
41059ins,Insira o pronome que falta na frase a seguir:\n\nO cachorro ele latiu para o carteiro.,34,3
41060ins,Categorize a seguinte frase como uma forma de ironia:\n\nAlgo que é muito bom é uma invenção que elimina a necessidade de fatiá-lo.,52,3
41061ins,Reescreva a seguinte frase para usar o presente perfeito:\n\nEla já escreveu uma carta.,36,3
41062ins,Edite a frase a seguir para que fique mais concisa:\n\nA reunião no escritório será remarcada.,36,3
41063ins,Traduza a seguinte frase do espanhol para o inglês: El hermano de ella fue a la tienda.,35,3
41064ins,"Crie uma pergunta de teste com dificuldade escolhida de \""difícil\"".",27,3
41074ins,"Classifique estes três animais: leão, crocodilo e elefante.",21,3
41075ins,"Mude esta frase \""Ela está quebrada\"" para a quarta pessoa do pretérito.",27,3
